history,horizon,station,seed,block,base_rmse,base_mae,base_smape_percent,spatial_rmse,spatial_mae,spatial_smape_percent,rmse_reduction_percent
24,1,9026,7004,3,9.821445540773468,5.264104701450893,14.330371115835627,9.723786686623425,5.277725426810128,14.575111473269637,0.994342978786719
24,1,9026,7004,4,6.510377512304613,4.3438540485927035,16.344750165507804,6.41846614188078,4.293027670724052,16.277864812654734,1.411767140232974
24,1,9026,7004,5,7.004356674609157,4.629323169163295,11.634128028265653,6.972921090545884,4.5779580415998185,11.467246978082917,0.4488004469736205
24,1,9026,7005,1,8.387018819381218,4.556170787286321,13.428262683977483,8.45615438312218,4.619287496677597,13.693089074917653,-0.8243163063042136
24,1,9026,7005,2,6.785539194607371,4.091743936565867,20.980567657825926,6.724623135255093,4.133896265274439,21.0713276591844,0.8977335124773848
24,1,9026,7005,3,9.98483099083404,5.285867473057338,14.40094150146993,9.892799484478747,5.38357439313616,14.993079387755262,0.9217132111677825
24,1,9026,7005,4,6.4832368898886505,4.314762562343052,16.1818750788985,6.422142913369737,4.342006514413016,16.828704173072058,0.9423375631113587
24,1,9026,7005,5,6.9798900042059335,4.58426452091762,11.510926437265635,6.982347490186903,4.598511750357492,11.518853569103953,-0.03520809037805773
24,1,9032,7001,1,5.5741130818948905,3.399245352555488,10.53010887169903,5.594889853673668,3.391227109716573,10.473682141766966,-0.3727368188180801
24,1,9032,7001,2,8.868830358937984,4.719472271085125,10.762878749595487,8.83747409995928,4.770160930448787,10.795811176109744,0.35355574195985406
24,1,9032,7001,3,5.690679454245852,3.8627450888497488,9.671156473701389,5.607832625389974,3.847343613760812,9.712479713972462,1.4558336930059483
24,1,9032,7001,4,6.326139476420661,3.709623974391392,11.600647418853645,6.171155447049845,3.6887234987531388,11.64105888495033,2.449899025282098
24,1,9032,7001,5,5.355610171862797,3.57537778036935,8.895631052250764,5.300511533073997,3.602931409563337,9.176147946493952,1.028802265674167
24,1,9032,7002,1,5.439584411767085,3.430469711257048,10.656739197237606,5.356757809696396,3.3207365263492687,10.024203437835064,1.5226641559512517
24,1,9032,7002,2,8.472247128626385,4.299716732101223,10.577950441533511,8.43310352407087,4.249063616804248,9.953067619743615,0.4620215152041064
24,1,9032,7002,3,5.7258224121244945,3.920229170663016,9.81784611124437,5.601238090207907,3.8299766268048967,9.582050984310463,2.175832796573964
24,1,9032,7002,4,6.264031491646967,3.6183510644095285,11.364210304718961,6.066252526405438,3.53096257346017,10.954960407846013,3.15737501488084
24,1,9032,7002,5,5.227954841584222,3.390770448957171,8.656788230224825,5.086626868606249,3.3676608058384487,8.606944010461575,2.703312810849506
24,1,9032,7003,1,5.455616142321809,3.3363581432844156,10.331733526480114,5.456644684145113,3.3538894070033267,10.315542500940609,-0.018852899406271714
