task,seed,variant,horizon_step,pollutant_mass_mean,pollutant_mass_std,meteorology_mass_mean,meteorology_mass_std,mass_sum_max_abs_error,beta
168h_6h,2060,B2,5,0.7091061472892761,0.275345116853714,0.29089391231536865,0.2753450870513916,5.960464477539062e-07,0.03108694590628147
168h_6h,2060,B2,6,0.5408758521080017,0.2782065272331238,0.45912423729896545,0.2782065272331238,5.960464477539062e-07,0.03108694590628147
168h_6h,2060,B3,1,0.571428656578064,5.960464477539063e-08,0.42857134342193604,8.940696716308594e-08,0.0,0.027859965339303017
168h_6h,2060,B3,2,0.571428656578064,5.960464477539063e-08,0.42857134342193604,8.940696716308594e-08,0.0,0.027859965339303017
168h_6h,2060,B3,3,0.571428656578064,5.960464477539063e-08,0.42857134342193604,8.940696716308594e-08,0.0,0.027859965339303017
168h_6h,2060,B3,4,0.571428656578064,5.960464477539063e-08,0.42857134342193604,8.940696716308594e-08,0.0,0.027859965339303017
168h_6h,2060,B3,5,0.571428656578064,5.960464477539063e-08,0.42857134342193604,8.940696716308594e-08,0.0,0.027859965339303017
168h_6h,2060,B3,6,0.571428656578064,5.960464477539063e-08,0.42857134342193604,8.940696716308594e-08,0.0,0.027859965339303017
168h_6h,2061,F01,1,0.40989887714385986,0.3456578254699707,0.5901010632514954,0.3456577956676483,7.152557373046875e-07,0.02971608377993107
168h_6h,2061,F01,2,0.4790494441986084,0.3780372440814972,0.5209505558013916,0.3780372440814972,3.5762786865234375e-07,0.02971608377993107
168h_6h,2061,F01,3,0.42641758918762207,0.37147489190101624,0.5735824108123779,0.37147489190101624,4.76837158203125e-07,0.02971608377993107
168h_6h,2061,F01,4,0.5779401063919067,0.30772462487220764,0.42205992341041565,0.30772462487220764,4.76837158203125e-07,0.02971608377993107
168h_6h,2061,F01,5,0.9842362403869629,0.020270798355340958,0.015763793140649796,0.020270800217986107,4.76837158203125e-07,0.02971608377993107
168h_6h,2061,F01,6,0.3121466040611267,0.29625508189201355,0.6878533363342285,0.29625508189201355,4.76837158203125e-07,0.02971608377993107
168h_6h,2061,F11,1,0.8555535674095154,0.14805421233177185,0.14444643259048462,0.14805419743061066,4.76837158203125e-07,0.029223261401057243
168h_6h,2061,F11,2,0.622567892074585,0.38020604848861694,0.37743204832077026,0.38020604848861694,5.960464477539062e-07,0.029223261401057243
168h_6h,2061,F11,3,0.5451545119285583,0.31404900550842285,0.4548455476760864,0.31404900550842285,5.960464477539062e-07,0.029223261401057243
168h_6h,2061,F11,4,0.2916071116924286,0.20362235605716705,0.708392858505249,0.20362235605716705,2.980232238769531e-07,0.029223261401057243
168h_6h,2061,F11,5,0.46109041571617126,0.2023543417453766,0.5389096140861511,0.2023543417453766,3.5762786865234375e-07,0.029223261401057243
168h_6h,2061,F11,6,0.2397976666688919,0.2451666295528412,0.7602023482322693,0.24516661465168,3.5762786865234375e-07,0.029223261401057243
168h_6h,2061,B1,1,0.8982115983963013,0.04234439507126808,0.10178839415311813,0.042344387620687485,4.76837158203125e-07,0.02538135088980198
168h_6h,2061,B1,2,0.6177566051483154,0.41742685437202454,0.38224342465400696,0.41742685437202454,5.960464477539062e-07,0.02538135088980198
168h_6h,2061,B1,3,0.5181519985198975,0.31171926856040955,0.4818480312824249,0.31171926856040955,7.152557373046875e-07,0.02538135088980198
168h_6h,2061,B1,4,0.0688166692852974,0.0585358664393425,0.9311833381652832,0.058535873889923096,2.384185791015625e-07,0.02538135088980198
168h_6h,2061,B1,5,0.8828195929527283,0.039290107786655426,0.11718045920133591,0.03929010033607483,5.960464477539062e-07,0.02538135088980198
168h_6h,2061,B1,6,0.09406391531229019,0.09742771089076996,0.9059361219406128,0.09742771834135056,2.384185791015625e-07,0.02538135088980198
168h_6h,2061,B2,1,0.5710340738296509,0.2818675637245178,0.4289659261703491,0.2818675637245178,4.76837158203125e-07,0.030515363439917564
168h_6h,2061,B2,2,0.5406748652458191,0.33940523862838745,0.4593251347541809,0.33940523862838745,4.172325134277344e-07,0.030515363439917564
168h_6h,2061,B2,3,0.6657479405403137,0.17808625102043152,0.3342520594596863,0.17808625102043152,4.76837158203125e-07,0.030515363439917564
168h_6h,2061,B2,4,0.21156936883926392,0.18296271562576294,0.7884306907653809,0.18296271562576294,2.384185791015625e-07,0.030515363439917564
168h_6h,2061,B2,5,0.8590422868728638,0.1074175238609314,0.14095772802829742,0.1074175238609314,4.172325134277344e-07,0.030515363439917564
168h_6h,2061,B2,6,0.19430264830589294,0.2704554796218872,0.8056973218917847,0.2704554498195648,3.5762786865234375e-07,0.030515363439917564
168h_6h,2061,B3,1,0.571428656578064,5.960464477539063e-08,0.42857134342193604,8.940696716308594e-08,0.0,0.030042467638850212
168h_6h,2061,B3,2,0.571428656578064,5.960464477539063e-08,0.42857134342193604,8.940696716308594e-08,0.0,0.030042467638850212
168h_6h,2061,B3,3,0.571428656578064,5.960464477539063e-08,0.42857134342193604,8.940696716308594e-08,0.0,0.030042467638850212
168h_6h,2061,B3,4,0.571428656578064,5.960464477539063e-08,0.42857134342193604,8.940696716308594e-08,0.0,0.030042467638850212
168h_6h,2061,B3,5,0.571428656578064,5.960464477539063e-08,0.42857134342193604,8.940696716308594e-08,0.0,0.030042467638850212
168h_6h,2061,B3,6,0.571428656578064,5.960464477539063e-08,0.42857134342193604,8.940696716308594e-08,0.0,0.030042467638850212
168h_6h,2062,F01,1,0.6426734924316406,0.1888865977525711,0.3573265075683594,0.1888865977525711,3.5762786865234375e-07,0.027140621095895767
168h_6h,2062,F01,2,0.8100008368492126,0.20331475138664246,0.18999908864498138,0.20331475138664246,3.5762786865234375e-07,0.027140621095895767
168h_6h,2062,F01,3,0.6877548694610596,0.4101508557796478,0.3122451603412628,0.4101508557796478,5.960464477539062e-07,0.027140621095895767
168h_6h,2062,F01,4,0.7587387561798096,0.27579137682914734,0.24126127362251282,0.27579137682914734,6.556510925292969e-07,0.027140621095895767
168h_6h,2062,F01,5,0.9708919525146484,0.020049402490258217,0.029108036309480667,0.020049383863806725,5.364418029785156e-07,0.027140621095895767
168h_6h,2062,F01,6,0.11501532047986984,0.11460746079683304,0.8849846720695496,0.11460746079683304,3.5762786865234375e-07,0.027140621095895767
168h_6h,2062,F11,1,0.8263333439826965,0.1979943811893463,0.17366670072078705,0.19799436628818512,5.960464477539062e-07,0.031731974333524704
168h_6h,2062,F11,2,0.6022799015045166,0.3111734390258789,0.397720068693161,0.3111734688282013,4.172325134277344e-07,0.031731974333524704
168h_6h,2062,F11,3,0.3757057189941406,0.2390259951353073,0.6242942810058594,0.2390259951353073,4.76837158203125e-07,0.031731974333524704
168h_6h,2062,F11,4,0.35951724648475647,0.4117145836353302,0.6404827237129211,0.4117145836353302,3.5762786865234375e-07,0.031731974333524704
168h_6h,2062,F11,5,0.34178897738456726,0.369059294462204,0.6582110524177551,0.3690592646598816,4.76837158203125e-07,0.031731974333524704
168h_6h,2062,F11,6,0.6273019313812256,0.2965531647205353,0.37269800901412964,0.2965531647205353,7.152557373046875e-07,0.031731974333524704
168h_6h,2062,B1,1,0.9350632429122925,0.05956267938017845,0.0649368166923523,0.05956268310546875,5.960464477539062e-07,0.02864202857017517
168h_6h,2062,B1,2,0.9803122282028198,0.011252093128859997,0.01968778483569622,0.011252080090343952,3.5762786865234375e-07,0.02864202857017517
168h_6h,2062,B1,3,0.33902883529663086,0.3407212495803833,0.6609712243080139,0.3407212495803833,4.76837158203125e-07,0.02864202857017517
168h_6h,2062,B1,4,0.6674350500106812,0.3336232900619507,0.33256494998931885,0.33362331986427307,3.5762786865234375e-07,0.02864202857017517
168h_6h,2062,B1,5,0.909278929233551,0.051317788660526276,0.09072104096412659,0.05131778120994568,5.960464477539062e-07,0.02864202857017517
168h_6h,2062,B1,6,0.8178095817565918,0.18092262744903564,0.18219046294689178,0.18092262744903564,4.76837158203125e-07,0.02864202857017517
168h_6h,2062,B2,1,0.642939567565918,0.30084526538848877,0.35706040263175964,0.30084529519081116,5.960464477539062e-07,0.03119399957358837
168h_6h,2062,B2,2,0.6922045350074768,0.26325085759162903,0.3077954649925232,0.26325085759162903,4.76837158203125e-07,0.03119399957358837
168h_6h,2062,B2,3,0.4155849516391754,0.26439014077186584,0.584415078163147,0.26439014077186584,4.76837158203125e-07,0.03119399957358837
168h_6h,2062,B2,4,0.7678964734077454,0.19334447383880615,0.23210349678993225,0.19334447383880615,4.76837158203125e-07,0.03119399957358837
168h_6h,2062,B2,5,0.8129458427429199,0.15058910846710205,0.18705421686172485,0.15058909356594086,4.76837158203125e-07,0.03119399957358837
168h_6h,2062,B2,6,0.590675413608551,0.2297997772693634,0.40932461619377136,0.2297997772693634,4.76837158203125e-07,0.03119399957358837
168h_6h,2062,B3,1,0.571428656578064,5.960464477539063e-08,0.42857134342193604,8.940696716308594e-08,0.0,0.028454435989260674
168h_6h,2062,B3,2,0.571428656578064,5.960464477539063e-08,0.42857134342193604,8.940696716308594e-08,0.0,0.028454435989260674
168h_6h,2062,B3,3,0.571428656578064,5.960464477539063e-08,0.42857134342193604,8.940696716308594e-08,0.0,0.028454435989260674
168h_6h,2062,B3,4,0.571428656578064,5.960464477539063e-08,0.42857134342193604,8.940696716308594e-08,0.0,0.028454435989260674
168h_6h,2062,B3,5,0.571428656578064,5.960464477539063e-08,0.42857134342193604,8.940696716308594e-08,0.0,0.028454435989260674
168h_6h,2062,B3,6,0.571428656578064,5.960464477539063e-08,0.42857134342193604,8.940696716308594e-08,0.0,0.028454435989260674
