variant,arm,seed,status,best_epoch,best_valid_loss,training_seconds,test_inference_seconds,evaluation_split,parameter_count,trainable_parameter_count,layer,requested_capacity,capacity_status,input_channels,selected_alpha,prediction_file,mse_scaled,rmse_scaled,mae_scaled,rmse_ugm3,mae_ugm3,smape_percent,selected_channel_indices,hyperparameters,learning_rate_retry,note,infeasible_reason,device_name,batch_size,history,horizon,result_dir,smoke,city,station_id,independent_recomputed
trad_ridge,trad_ridge,deterministic,completed,0,,0.0117664799909107,0.0018460730061633,test,0,0,A,not_applicable,not_applicable,1,10.0,predictions/trad_ridge.npz,0.29927265644073486,0.5470581837800572,0.3151056170463562,40.763450622558594,23.479753494262695,34.80147933959961,,,,,,,,24,6,experiments/results/baselines/beijing/24h_6h,False,beijing,,True
trad_spatial_linear,trad_spatial_linear,deterministic,completed,0,,0.0743015080079203,0.0034985489910468,test,0,0,A,not_applicable,not_applicable,18,100.0,predictions/trad_spatial_linear.npz,0.32355228066444397,0.5688165615244022,0.34136468172073364,42.38475036621094,25.436420440673828,39.22697067260742,,,,,,,,24,6,experiments/results/baselines/beijing/24h_6h,False,beijing,,True
trad_persistence,trad_persistence,deterministic,completed,0,,3.770008333958685e-06,0.0030769580043852,test,0,0,A,not_applicable,not_applicable,1,,predictions/trad_persistence.npz,0.5518298149108887,0.7428524852962993,0.43864643573760986,55.31479263305664,32.66278839111328,42.835975646972656,,,,,,,,48,12,experiments/results/baselines/beijing/48h_12h,False,beijing,,True
trad_daily_naive,trad_daily_naive,deterministic,completed,0,,1.9400031305849552e-06,0.0018821410048985,test,0,0,A,not_applicable,not_applicable,1,,predictions/trad_daily_naive.npz,1.5081133842468262,1.2280526797523086,0.87673419713974,91.44409942626953,65.28398132324219,77.26527404785156,,,,,,,,48,12,experiments/results/baselines/beijing/48h_12h,False,beijing,,True
trad_climatology,trad_climatology,deterministic,completed,0,,0.0123880009923595,0.0019814489933196,test,0,0,A,not_applicable,not_applicable,1,,predictions/trad_climatology.npz,0.9855158925056458,0.9927315309315232,0.7522440552711487,73.92146301269531,56.01410675048828,71.60319519042969,,,,,,,,48,12,experiments/results/baselines/beijing/48h_12h,False,beijing,,True
trad_ar,trad_ar,deterministic,completed,0,,0.0092510440008481,0.0020556679955916,test,0,0,A,not_applicable,not_applicable,1,,predictions/trad_ar.npz,0.471225380897522,0.6864585791564717,0.43619006872177124,51.11554718017578,32.47987747192383,45.43571090698242,,,,,,,,48,12,experiments/results/baselines/beijing/48h_12h,False,beijing,,True
trad_ridge,trad_ridge,deterministic,completed,0,,0.0168026650062529,0.0022329659987008,test,0,0,A,not_applicable,not_applicable,1,10.0,predictions/trad_ridge.npz,0.4651435613632202,0.6820143410246006,0.4307202994823456,50.78461837768555,32.07258987426758,45.08074951171875,,,,,,,,48,12,experiments/results/baselines/beijing/48h_12h,False,beijing,,True
trad_spatial_linear,trad_spatial_linear,deterministic,completed,0,,0.25557572300022,0.0076112399983685,test,0,0,A,not_applicable,not_applicable,18,100.0,predictions/trad_spatial_linear.npz,0.6269736886024475,0.7918167013914569,0.5200488567352295,58.960792541503906,38.72423553466797,56.062007904052734,,,,,,,,48,12,experiments/results/baselines/beijing/48h_12h,False,beijing,,True
trad_persistence,trad_persistence,deterministic,completed,0,,3.420005668886006e-06,0.0021897830010857,test,0,0,A,not_applicable,not_applicable,1,,predictions/trad_persistence.npz,0.08738107979297638,0.29560290897245306,0.13603481650352478,22.01668357849121,10.131956100463867,15.160162925720215,,,,,,,,48,1,experiments/results/baselines/beijing/48h_1h,False,beijing,,True
trad_daily_naive,trad_daily_naive,deterministic,completed,0,,2.219996531493962e-06,0.0018286749982507,test,0,0,A,not_applicable,not_applicable,1,,predictions/trad_daily_naive.npz,1.481379747390747,1.217119446640611,0.8701530694961548,90.65179443359375,64.80952453613281,76.96830749511719,,,,,,,,48,1,experiments/results/baselines/beijing/48h_1h,False,beijing,,True
trad_climatology,trad_climatology,deterministic,completed,0,,0.0072865810070652,0.001883924996946,test,0,0,A,not_applicable,not_applicable,1,,predictions/trad_climatology.npz,0.9834097623825073,0.9916701883098571,0.7507034540176392,73.86019897460938,55.912837982177734,71.38735961914062,,,,,,,,48,1,experiments/results/baselines/beijing/48h_1h,False,beijing,,True
trad_ar,trad_ar,deterministic,completed,0,,0.0087962690013227,0.0020687540090875,test,0,0,A,not_applicable,not_applicable,1,,predictions/trad_ar.npz,0.08791163563728333,0.29649896397337266,0.13514353334903717,22.08342170715332,10.065572738647461,16.65068244934082,,,,,,,,48,1,experiments/results/baselines/beijing/48h_1h,False,beijing,,True
trad_ridge,trad_ridge,deterministic,completed,0,,0.014703893000842,0.0023346509988186,test,0,0,A,not_applicable,not_applicable,1,1.0,predictions/trad_ridge.npz,0.08817172050476074,0.29693723327457733,0.13655507564544678,22.116064071655273,10.170703887939453,16.980867385864258,,,,,,,,48,1,experiments/results/baselines/beijing/48h_1h,False,beijing,,True
trad_spatial_linear,trad_spatial_linear,deterministic,completed,0,,0.2271165959973586,0.0035921310045523,test,0,0,A,not_applicable,not_applicable,18,10.0,predictions/trad_spatial_linear.npz,0.08889705687761307,0.2981560948188265,0.169314906001091,22.206846237182617,12.610676765441895,24.353261947631836,,,,,,,,48,1,experiments/results/baselines/beijing/48h_1h,False,beijing,,True
trad_persistence,trad_persistence,deterministic,completed,0,,3.220004145987332e-06,0.002087761007715,test,0,0,A,not_applicable,not_applicable,1,,predictions/trad_persistence.npz,0.895257294178009,0.9461803708479737,0.6064170002937317,70.43315124511719,45.14134979248047,56.5267333984375,,,,,,,,48,24,experiments/results/baselines/beijing/48h_24h,False,beijing,,True
trad_daily_naive,trad_daily_naive,deterministic,completed,0,,1.9699946278706197e-06,0.0018806240113917,test,0,0,A,not_applicable,not_applicable,1,,predictions/trad_daily_naive.npz,1.5309377908706665,1.2373107091069189,0.8832882046699524,92.104736328125,65.7514877319336,77.62144470214844,,,,,,,,48,24,experiments/results/baselines/beijing/48h_24h,False,beijing,,True
