scope,task,fold,model,alpha,horizon_step,rmse,mae,smape_percent
selection_interval_L0_not_test_not_neural,168h_6h,2,R_lag,0.01,6,37.21744181252052,27.09268011183541,45.0429725123187
selection_interval_L0_not_test_not_neural,168h_6h,2,R_lag,0.1,1,12.047006472392354,8.071537713967777,18.575645230335187
selection_interval_L0_not_test_not_neural,168h_6h,2,R_lag,0.1,2,20.327121430398908,13.921702535561357,27.30646049516295
selection_interval_L0_not_test_not_neural,168h_6h,2,R_lag,0.1,3,26.63228384679395,18.34580868955396,33.96894968993981
selection_interval_L0_not_test_not_neural,168h_6h,2,R_lag,0.1,4,31.348985114796662,22.068748594173588,38.68258448863565
selection_interval_L0_not_test_not_neural,168h_6h,2,R_lag,0.1,5,34.75436781417361,24.806623679993105,41.74329795085437
selection_interval_L0_not_test_not_neural,168h_6h,2,R_lag,0.1,6,37.217381010302546,27.0925900685765,45.04304471670189
selection_interval_L0_not_test_not_neural,168h_6h,2,R_lag,1.0,1,12.04725621581525,8.071255691974951,18.5716207096705
selection_interval_L0_not_test_not_neural,168h_6h,2,R_lag,1.0,2,20.326742639994038,13.92002265471974,27.297641365632014
selection_interval_L0_not_test_not_neural,168h_6h,2,R_lag,1.0,3,26.631462465467624,18.34429298592655,33.96375073418047
selection_interval_L0_not_test_not_neural,168h_6h,2,R_lag,1.0,4,31.34830614002894,22.067274038048527,38.679573568422946
selection_interval_L0_not_test_not_neural,168h_6h,2,R_lag,1.0,5,34.75397039037362,24.805748605304952,41.74451459241521
selection_interval_L0_not_test_not_neural,168h_6h,2,R_lag,1.0,6,37.216775166663616,27.091870443244332,45.0445464468963
selection_interval_L0_not_test_not_neural,168h_6h,2,R_lag,10.0,1,12.05045896070416,8.070824509255917,18.539311541225228
selection_interval_L0_not_test_not_neural,168h_6h,2,R_lag,10.0,2,20.323845390527254,13.905575503228324,27.2169286443434
selection_interval_L0_not_test_not_neural,168h_6h,2,R_lag,10.0,3,26.624044472902966,18.331532995039993,33.919099779515285
selection_interval_L0_not_test_not_neural,168h_6h,2,R_lag,10.0,4,31.34180639225306,22.055421581157663,38.656216253736545
selection_interval_L0_not_test_not_neural,168h_6h,2,R_lag,10.0,5,34.749934577510125,24.79727586756498,41.75554780804283
selection_interval_L0_not_test_not_neural,168h_6h,2,R_lag,10.0,6,37.2109616813043,27.0852350399162,45.06007556457443
selection_interval_L0_not_test_not_neural,168h_6h,2,R_lag,100.0,1,12.130640638706637,8.134717309501067,18.11829124634792
selection_interval_L0_not_test_not_neural,168h_6h,2,R_lag,100.0,2,20.342375772375192,13.874386989438658,26.823456522892958
selection_interval_L0_not_test_not_neural,168h_6h,2,R_lag,100.0,3,26.595260154664167,18.295839160839943,33.72601367836371
selection_interval_L0_not_test_not_neural,168h_6h,2,R_lag,100.0,4,31.303893690379905,22.013521377130044,38.542244383076294
selection_interval_L0_not_test_not_neural,168h_6h,2,R_lag,100.0,5,34.71976966498717,24.76194129104334,41.864650673598945
selection_interval_L0_not_test_not_neural,168h_6h,2,R_lag,100.0,6,37.17802009266195,27.068416684437004,45.223676384885465
selection_interval_L0_not_test_not_neural,168h_6h,3,R_self,0.0001,1,17.975738510952873,10.455043165613501,19.976540667549973
selection_interval_L0_not_test_not_neural,168h_6h,3,R_self,0.0001,2,30.44593888003685,19.180651902797802,31.234287700660968
selection_interval_L0_not_test_not_neural,168h_6h,3,R_self,0.0001,3,40.49599106106258,26.64526027072404,38.961772696226035
selection_interval_L0_not_test_not_neural,168h_6h,3,R_self,0.0001,4,49.390172431386105,33.490059811012564,45.83464153329176
selection_interval_L0_not_test_not_neural,168h_6h,3,R_self,0.0001,5,57.02190863813199,39.20804756898307,50.42882033575038
selection_interval_L0_not_test_not_neural,168h_6h,3,R_self,0.0001,6,63.720643852175975,44.42064717673722,54.4355520274805
selection_interval_L0_not_test_not_neural,168h_6h,3,R_self,0.001,1,17.975741073505226,10.455046833770862,19.976549260522212
selection_interval_L0_not_test_not_neural,168h_6h,3,R_self,0.001,2,30.44594154413932,19.18065512475098,31.234292662754253
selection_interval_L0_not_test_not_neural,168h_6h,3,R_self,0.001,3,40.49599379926042,26.645263450908626,38.961776232688514
selection_interval_L0_not_test_not_neural,168h_6h,3,R_self,0.001,4,49.39017497233978,33.4900627498251,45.83464467072239
selection_interval_L0_not_test_not_neural,168h_6h,3,R_self,0.001,5,57.02191086932063,39.208050282792804,50.42882329571577
selection_interval_L0_not_test_not_neural,168h_6h,3,R_self,0.001,6,63.72064568103449,44.42064955157959,54.43555422982283
selection_interval_L0_not_test_not_neural,168h_6h,3,R_self,0.01,1,17.975766699295054,10.455083515144672,19.976635188673765
selection_interval_L0_not_test_not_neural,168h_6h,3,R_self,0.01,2,30.445968185231955,19.18068734417201,31.234342283307733
selection_interval_L0_not_test_not_neural,168h_6h,3,R_self,0.01,3,40.496021181233544,26.64529525266411,38.96181159742414
selection_interval_L0_not_test_not_neural,168h_6h,3,R_self,0.01,4,49.39020038183887,33.49009213788586,45.83467604493466
selection_interval_L0_not_test_not_neural,168h_6h,3,R_self,0.01,5,57.02193318118057,39.20807742082431,50.42885289514179
selection_interval_L0_not_test_not_neural,168h_6h,3,R_self,0.01,6,63.72066396963358,44.42067329995293,54.43557625313804
selection_interval_L0_not_test_not_neural,168h_6h,3,R_self,0.1,1,17.976022983819266,10.455450308907267,19.977494313195017
selection_interval_L0_not_test_not_neural,168h_6h,3,R_self,0.1,2,30.446234602950486,19.181009527304223,31.234838450919796
selection_interval_L0_not_test_not_neural,168h_6h,3,R_self,0.1,3,40.49629500044872,26.64561326116611,38.96216525585194
selection_interval_L0_not_test_not_neural,168h_6h,3,R_self,0.1,4,49.39045447306429,33.490386012042805,45.83498977766374
selection_interval_L0_not_test_not_neural,168h_6h,3,R_self,0.1,5,57.02215629712373,39.20834879453591,50.42914886659007
selection_interval_L0_not_test_not_neural,168h_6h,3,R_self,0.1,6,63.72084685701957,44.420910778656264,54.43579647548397
selection_interval_L0_not_test_not_neural,168h_6h,3,R_self,1.0,1,17.97858848385712,10.459116252942218,19.98606995371104
selection_interval_L0_not_test_not_neural,168h_6h,3,R_self,1.0,2,30.44889945731231,19.184230252507827,31.23979634919317
selection_interval_L0_not_test_not_neural,168h_6h,3,R_self,1.0,3,40.49903314099928,26.64879244194818,38.96570293961174
selection_interval_L0_not_test_not_neural,168h_6h,3,R_self,1.0,4,49.39299501000405,33.49332410897995,45.838126165067024
selection_interval_L0_not_test_not_neural,168h_6h,3,R_self,1.0,5,57.02438719194145,39.21106187192973,50.43210630441194
selection_interval_L0_not_test_not_neural,168h_6h,3,R_self,1.0,6,63.722675870219035,44.42328506294312,54.4379976194161
selection_interval_L0_not_test_not_neural,168h_6h,3,R_self,10.0,1,18.004501472080534,10.4961689576434,20.074385162230577
selection_interval_L0_not_test_not_neural,168h_6h,3,R_self,10.0,2,30.475613777161776,19.216392933450454,31.289055969395406
selection_interval_L0_not_test_not_neural,168h_6h,3,R_self,10.0,3,40.526409424729856,26.680501971075934,39.00118504581684
selection_interval_L0_not_test_not_neural,168h_6h,3,R_self,10.0,4,49.41836405825542,33.522641048097974,45.869395550024834
selection_interval_L0_not_test_not_neural,168h_6h,3,R_self,10.0,5,57.04667065363663,39.23812727665371,50.46145740822546
selection_interval_L0_not_test_not_neural,168h_6h,3,R_self,10.0,6,63.7409797612611,44.44697788980509,54.45990217282816
selection_interval_L0_not_test_not_neural,168h_6h,3,R_self,100.0,1,18.28409323678237,10.879466310358813,21.006135972588993
selection_interval_L0_not_test_not_neural,168h_6h,3,R_self,100.0,2,30.748058330677534,19.554151663765847,31.805970822977013
selection_interval_L0_not_test_not_neural,168h_6h,3,R_self,100.0,3,40.79980369471926,26.997024655373053,39.364194006602474
selection_interval_L0_not_test_not_neural,168h_6h,3,R_self,100.0,4,49.66937954292856,33.81257134953463,46.178141638683066
selection_interval_L0_not_test_not_neural,168h_6h,3,R_self,100.0,5,57.26769604870508,39.50332180042271,50.73634489729758
selection_interval_L0_not_test_not_neural,168h_6h,3,R_self,100.0,6,63.92522938682728,44.683859258673166,54.67223151080418
selection_interval_L0_not_test_not_neural,168h_6h,3,R_recent,0.0001,1,18.187838243059613,10.845544524446849,21.642752250060706
selection_interval_L0_not_test_not_neural,168h_6h,3,R_recent,0.0001,2,31.25347993883235,20.247058198057726,30.874494045955437
selection_interval_L0_not_test_not_neural,168h_6h,3,R_recent,0.0001,3,42.29696658980002,28.52441468674676,38.53967549934719
selection_interval_L0_not_test_not_neural,168h_6h,3,R_recent,0.0001,4,52.19016429072684,36.12343804936839,45.18590507703636
selection_interval_L0_not_test_not_neural,168h_6h,3,R_recent,0.0001,5,60.46851476593507,42.54679044740024,51.696722292125294
selection_interval_L0_not_test_not_neural,168h_6h,3,R_recent,0.0001,6,67.72099147815365,48.278652823275955,56.84726552745472
selection_interval_L0_not_test_not_neural,168h_6h,3,R_recent,0.001,1,18.187840328222347,10.845548121107507,21.64278369958351
selection_interval_L0_not_test_not_neural,168h_6h,3,R_recent,0.001,2,31.25348128501446,20.247060028576193,30.874508302332526
selection_interval_L0_not_test_not_neural,168h_6h,3,R_recent,0.001,3,42.2969670998169,28.524415089372035,38.53967526694151
selection_interval_L0_not_test_not_neural,168h_6h,3,R_recent,0.001,4,52.19016410752579,36.12343761241708,45.18590341204104
selection_interval_L0_not_test_not_neural,168h_6h,3,R_recent,0.001,5,60.468513932651554,42.546789303002555,51.69671686418725
selection_interval_L0_not_test_not_neural,168h_6h,3,R_recent,0.001,6,67.72098992053361,48.27865137018648,56.84726113908819
selection_interval_L0_not_test_not_neural,168h_6h,3,R_recent,0.01,1,18.18786118025878,10.845584087488508,21.6430982003767
selection_interval_L0_not_test_not_neural,168h_6h,3,R_recent,0.01,2,31.253494747152907,20.24707833383476,30.874650868130114
selection_interval_L0_not_test_not_neural,168h_6h,3,R_recent,0.01,3,42.29697220037176,28.524419115909502,38.53967294268124
selection_interval_L0_not_test_not_neural,168h_6h,3,R_recent,0.01,4,52.190162275946314,36.12343324333035,45.1858867624813
selection_interval_L0_not_test_not_neural,168h_6h,3,R_recent,0.01,5,60.468505600337664,42.546777859536924,51.69666258627882
selection_interval_L0_not_test_not_neural,168h_6h,3,R_recent,0.01,6,67.72097434497981,48.27863683986511,56.847217256527074
selection_interval_L0_not_test_not_neural,168h_6h,3,R_recent,0.1,1,18.188069741511963,10.845943728725386,21.64624376432636
selection_interval_L0_not_test_not_neural,168h_6h,3,R_recent,0.1,2,31.253629400271294,20.247261393825884,30.876076728808542
selection_interval_L0_not_test_not_neural,168h_6h,3,R_recent,0.1,3,42.29702324452075,28.52445940974852,38.539649679771706
selection_interval_L0_not_test_not_neural,168h_6h,3,R_recent,0.1,4,52.19014400325317,36.12338959509106,45.18572030618419
selection_interval_L0_not_test_not_neural,168h_6h,3,R_recent,0.1,5,60.46842232932082,42.54666347599716,51.696119954358856
selection_interval_L0_not_test_not_neural,168h_6h,3,R_recent,0.1,6,67.72081865408263,48.27849159397252,56.84677854129334
selection_interval_L0_not_test_not_neural,168h_6h,3,R_recent,1.0,1,18.190159429077795,10.849537886985228,21.677754674688774
selection_interval_L0_not_test_not_neural,168h_6h,3,R_recent,1.0,2,31.254979095744,20.24909273117015,30.890355520645596
selection_interval_L0_not_test_not_neural,168h_6h,3,R_recent,1.0,3,42.29753753648981,28.52486518802727,38.53941504693062
selection_interval_L0_not_test_not_neural,168h_6h,3,R_recent,1.0,4,52.18996557686361,36.122957366040445,45.184059663888206
selection_interval_L0_not_test_not_neural,168h_6h,3,R_recent,1.0,5,60.46759481982676,42.545542135505094,51.690824245431045
selection_interval_L0_not_test_not_neural,168h_6h,3,R_recent,1.0,6,67.71926819462115,48.277044854499444,56.84240239794721
selection_interval_L0_not_test_not_neural,168h_6h,3,R_recent,10.0,1,18.211450430157726,10.885652737209726,21.99839593672822
selection_interval_L0_not_test_not_neural,168h_6h,3,R_recent,10.0,2,31.2687836428366,20.2679233014466,31.041174033829883
selection_interval_L0_not_test_not_neural,168h_6h,3,R_recent,10.0,3,42.3030561921099,28.529200543636318,38.53689317057831
selection_interval_L0_not_test_not_neural,168h_6h,3,R_recent,10.0,4,52.188601967881226,36.11909079177351,45.16785373385113
selection_interval_L0_not_test_not_neural,168h_6h,3,R_recent,10.0,5,60.45982851436125,42.53511558436947,51.64060181611012
selection_interval_L0_not_test_not_neural,168h_6h,3,R_recent,10.0,6,67.70439429006618,48.263137000743924,56.79971384839557
selection_interval_L0_not_test_not_neural,168h_6h,3,R_recent,100.0,1,18.45385478874066,11.2572884739041,25.494122565899012
selection_interval_L0_not_test_not_neural,168h_6h,3,R_recent,100.0,2,31.43079868931034,20.479833672162172,32.94270851660923
selection_interval_L0_not_test_not_neural,168h_6h,3,R_recent,100.0,3,42.38840298939511,28.605386815677853,38.61066627855197
selection_interval_L0_not_test_not_neural,168h_6h,3,R_recent,100.0,4,52.20936643469915,36.1328970669845,45.11480868453569
selection_interval_L0_not_test_not_neural,168h_6h,3,R_recent,100.0,5,60.423813997715186,42.499881059658236,51.50148867917874
selection_interval_L0_not_test_not_neural,168h_6h,3,R_recent,100.0,6,67.6070832562286,48.18259793982482,56.54999069925925
selection_interval_L0_not_test_not_neural,168h_6h,3,R_lag,0.0001,1,18.005291977321864,10.667897405062652,21.551296908664728
selection_interval_L0_not_test_not_neural,168h_6h,3,R_lag,0.0001,2,30.821935973529452,19.99457734509465,32.51561389058602
selection_interval_L0_not_test_not_neural,168h_6h,3,R_lag,0.0001,3,41.38473726276583,27.767949461155276,40.204388226401164
selection_interval_L0_not_test_not_neural,168h_6h,3,R_lag,0.0001,4,50.718762272350105,34.775012676415315,46.89321564501061
selection_interval_L0_not_test_not_neural,168h_6h,3,R_lag,0.0001,5,58.45418324920386,40.84571426657162,52.83575852555617
selection_interval_L0_not_test_not_neural,168h_6h,3,R_lag,0.0001,6,65.10752329455813,46.004538188777836,57.47102957930718
selection_interval_L0_not_test_not_neural,168h_6h,3,R_lag,0.001,1,18.005295425334864,10.667901507353355,21.551296257275148
selection_interval_L0_not_test_not_neural,168h_6h,3,R_lag,0.001,2,30.821940134589713,19.99458166070142,32.515611564180674
selection_interval_L0_not_test_not_neural,168h_6h,3,R_lag,0.001,3,41.38474199237969,27.767953934040115,40.20438056441647
selection_interval_L0_not_test_not_neural,168h_6h,3,R_lag,0.001,4,50.71876707991141,34.775016769642036,46.893205352558525
selection_interval_L0_not_test_not_neural,168h_6h,3,R_lag,0.001,5,58.4541885194573,40.8457182032184,52.83575567345833
selection_interval_L0_not_test_not_neural,168h_6h,3,R_lag,0.001,6,65.10752878934187,46.00454073375006,57.47102298401452
selection_interval_L0_not_test_not_neural,168h_6h,3,R_lag,0.01,1,18.005329904894598,10.6679425291721,21.55128976830371
selection_interval_L0_not_test_not_neural,168h_6h,3,R_lag,0.01,2,30.821981744435273,19.994625507656263,32.515592928556664
selection_interval_L0_not_test_not_neural,168h_6h,3,R_lag,0.01,3,41.384789287700194,27.767998661137018,40.20430395897029
selection_interval_L0_not_test_not_neural,168h_6h,3,R_lag,0.01,4,50.718815154554406,34.77505770054796,46.89310244946637
selection_interval_L0_not_test_not_neural,168h_6h,3,R_lag,0.01,5,58.45424122079118,40.84575756837484,52.83572715621824
selection_interval_L0_not_test_not_neural,168h_6h,3,R_lag,0.01,6,65.1075837359923,46.00456618253902,57.47095705276881
selection_interval_L0_not_test_not_neural,168h_6h,3,R_lag,0.1,1,18.00567464360785,10.668352638758398,21.55122736617305
selection_interval_L0_not_test_not_neural,168h_6h,3,R_lag,0.1,2,30.82239776723142,19.995069830147468,32.515447848563525
selection_interval_L0_not_test_not_neural,168h_6h,3,R_lag,0.1,3,41.3852621591171,27.768445757247356,40.20353934144376
selection_interval_L0_not_test_not_neural,168h_6h,3,R_lag,0.1,4,50.71929580411712,34.775466873707224,46.89207555485599
selection_interval_L0_not_test_not_neural,168h_6h,3,R_lag,0.1,5,58.45476811429836,40.84615108903679,52.835442357479764
selection_interval_L0_not_test_not_neural,168h_6h,3,R_lag,0.1,6,65.1081330840074,46.00482057736182,57.47029989707454
selection_interval_L0_not_test_not_neural,168h_6h,3,R_lag,1.0,1,18.009116471609705,10.67244307832213,21.550847152610228
selection_interval_L0_not_test_not_neural,168h_6h,3,R_lag,1.0,2,30.826550470150295,19.99948766034957,32.51404900990696
selection_interval_L0_not_test_not_neural,168h_6h,3,R_lag,1.0,3,41.389982713150275,27.772899493092204,40.19603375003323
selection_interval_L0_not_test_not_neural,168h_6h,3,R_lag,1.0,4,50.72409273376025,34.779545218593796,46.88201384140064
selection_interval_L0_not_test_not_neural,168h_6h,3,R_lag,1.0,5,58.46002526226784,40.850073422086986,52.83263157264984
selection_interval_L0_not_test_not_neural,168h_6h,3,R_lag,1.0,6,65.11361491910125,46.007355485285565,57.463933164594295
selection_interval_L0_not_test_not_neural,168h_6h,3,R_lag,10.0,1,18.043090558301312,10.714245406668434,21.622105543001023
selection_interval_L0_not_test_not_neural,168h_6h,3,R_lag,10.0,2,30.867375939068555,20.041691409288408,32.50556515472366
selection_interval_L0_not_test_not_neural,168h_6h,3,R_lag,10.0,3,41.436406111378766,27.817480221880015,40.11660304252871
selection_interval_L0_not_test_not_neural,168h_6h,3,R_lag,10.0,4,50.77121235650967,34.81926422045645,46.80063700128508
selection_interval_L0_not_test_not_neural,168h_6h,3,R_lag,10.0,5,58.51158046638456,40.88981458284877,52.80556772442403
selection_interval_L0_not_test_not_neural,168h_6h,3,R_lag,10.0,6,65.16743498762644,46.037183670401014,57.510461782952405
selection_interval_L0_not_test_not_neural,168h_6h,3,R_lag,100.0,1,18.37917842942619,11.151549719064878,23.35866565902474
selection_interval_L0_not_test_not_neural,168h_6h,3,R_lag,100.0,2,31.24349324061106,20.42844495918197,32.93975646229963
selection_interval_L0_not_test_not_neural,168h_6h,3,R_lag,100.0,3,41.8571871340832,28.21408041818647,39.88414126885338
selection_interval_L0_not_test_not_neural,168h_6h,3,R_lag,100.0,4,51.200882973455144,35.21897145498808,46.50085217931256
selection_interval_L0_not_test_not_neural,168h_6h,3,R_lag,100.0,5,58.978333072852166,41.27460077982567,52.59064276428026
selection_interval_L0_not_test_not_neural,168h_6h,3,R_lag,100.0,6,65.65578187228867,46.37329832106247,56.927178040470395
selection_interval_L0_not_test_not_neural,168h_6h,4,R_self,0.0001,1,16.156986160030563,8.835445825413341,27.523596719641674
selection_interval_L0_not_test_not_neural,168h_6h,4,R_self,0.0001,2,27.73021743514805,16.062485566976825,43.62950751518187
selection_interval_L0_not_test_not_neural,168h_6h,4,R_self,0.0001,3,36.76866680180169,22.330663372930456,54.05585146090033
selection_interval_L0_not_test_not_neural,168h_6h,4,R_self,0.0001,4,43.557668864127464,27.419954267372944,61.94688201068366
selection_interval_L0_not_test_not_neural,168h_6h,4,R_self,0.0001,5,49.3349729967977,32.153130763458755,68.07655989204133
selection_interval_L0_not_test_not_neural,168h_6h,4,R_self,0.0001,6,54.573053736745,36.61973705050356,73.12488574358082
selection_interval_L0_not_test_not_neural,168h_6h,4,R_self,0.001,1,16.156987455579525,8.83544747920296,27.523604990042543
selection_interval_L0_not_test_not_neural,168h_6h,4,R_self,0.001,2,27.73021881622094,16.0624878930832,43.62952342007347
selection_interval_L0_not_test_not_neural,168h_6h,4,R_self,0.001,3,36.76866780133383,22.330665612162605,54.05585907035678
selection_interval_L0_not_test_not_neural,168h_6h,4,R_self,0.001,4,43.557669900770684,27.41995625090087,61.9468849151669
selection_interval_L0_not_test_not_neural,168h_6h,4,R_self,0.001,5,49.33497414838632,32.15313281958815,68.0765643196993
selection_interval_L0_not_test_not_neural,168h_6h,4,R_self,0.001,6,54.57305466436534,36.619738757267825,73.12488901494103
selection_interval_L0_not_test_not_neural,168h_6h,4,R_self,0.01,1,16.157000411444194,8.83546401704969,27.52368770693032
selection_interval_L0_not_test_not_neural,168h_6h,4,R_self,0.01,2,27.73023262704249,16.062511153958354,43.62968247984879
selection_interval_L0_not_test_not_neural,168h_6h,4,R_self,0.01,3,36.76867779670105,22.330688004260903,54.05593517056568
selection_interval_L0_not_test_not_neural,168h_6h,4,R_self,0.01,4,43.557680267164955,27.419976086045523,61.946913960159854
selection_interval_L0_not_test_not_neural,168h_6h,4,R_self,0.01,5,49.33498566416327,32.15315338071209,68.07660859566002
selection_interval_L0_not_test_not_neural,168h_6h,4,R_self,0.01,6,54.57306394048079,36.61975582478357,73.12492172819492
selection_interval_L0_not_test_not_neural,168h_6h,4,R_self,0.1,1,16.15713000758107,8.835629390582035,27.524516161244268
selection_interval_L0_not_test_not_neural,168h_6h,4,R_self,0.1,2,27.730370744516858,16.0627437438583,43.63127416529001
selection_interval_L0_not_test_not_neural,168h_6h,4,R_self,0.1,3,36.76877775495545,22.330911902939178,54.0566967373994
selection_interval_L0_not_test_not_neural,168h_6h,4,R_self,0.1,4,43.55778392731514,27.42017442403793,61.947204426143124
selection_interval_L0_not_test_not_neural,168h_6h,4,R_self,0.1,5,49.33510081101301,32.1533589749516,68.07705129337612
selection_interval_L0_not_test_not_neural,168h_6h,4,R_self,0.1,6,54.573156692848364,36.61992648726003,73.1252488259116
selection_interval_L0_not_test_not_neural,168h_6h,4,R_self,1.0,1,16.158429699468822,8.837299725946524,27.53293347084868
selection_interval_L0_not_test_not_neural,168h_6h,4,R_self,1.0,2,27.73175283839101,16.065067762378078,43.64715496137738
selection_interval_L0_not_test_not_neural,168h_6h,4,R_self,1.0,3,36.769777792197424,22.333148665242504,54.06436917549474
selection_interval_L0_not_test_not_neural,168h_6h,4,R_self,1.0,4,43.558820149805165,27.422156461769404,61.95011068299229
selection_interval_L0_not_test_not_neural,168h_6h,4,R_self,1.0,5,49.336251190383145,32.1554132216727,68.08147210280943
selection_interval_L0_not_test_not_neural,168h_6h,4,R_self,1.0,6,54.57408334045994,36.62163184714543,73.12851633050902
selection_interval_L0_not_test_not_neural,168h_6h,4,R_self,10.0,1,16.171782023821542,8.85430277462465,27.615533746446765
selection_interval_L0_not_test_not_neural,168h_6h,4,R_self,10.0,2,27.74565929585957,16.088802532908133,43.72839499700999
selection_interval_L0_not_test_not_neural,168h_6h,4,R_self,10.0,3,36.77982030941203,22.355299652947796,54.147111659256176
selection_interval_L0_not_test_not_neural,168h_6h,4,R_self,10.0,4,43.56914475295364,27.44184574863484,61.979324875221984
selection_interval_L0_not_test_not_neural,168h_6h,4,R_self,10.0,5,49.34764886408562,32.17579030315697,68.12508395057377
selection_interval_L0_not_test_not_neural,168h_6h,4,R_self,10.0,6,54.58326477148846,36.63856207828819,73.16085343174434
selection_interval_L0_not_test_not_neural,168h_6h,4,R_self,100.0,1,16.32908543496564,9.078817747352163,28.925870068474875
selection_interval_L0_not_test_not_neural,168h_6h,4,R_self,100.0,2,27.889301864441943,16.329579926438992,44.36798128708455
selection_interval_L0_not_test_not_neural,168h_6h,4,R_self,100.0,3,36.882451005827,22.56971388210842,54.67900818307218
selection_interval_L0_not_test_not_neural,168h_6h,4,R_self,100.0,4,43.66911132768497,27.630896499042674,62.332232575718805
selection_interval_L0_not_test_not_neural,168h_6h,4,R_self,100.0,5,49.45330605713754,32.36632137658102,68.51670785919093
selection_interval_L0_not_test_not_neural,168h_6h,4,R_self,100.0,6,54.668592366187056,36.80067521877127,73.45963538125682
selection_interval_L0_not_test_not_neural,168h_6h,4,R_recent,0.0001,1,15.67988028900528,8.58707156128887,28.810891895617964
selection_interval_L0_not_test_not_neural,168h_6h,4,R_recent,0.0001,2,26.95726882900699,15.219198683919325,39.629215122042524
selection_interval_L0_not_test_not_neural,168h_6h,4,R_recent,0.0001,3,35.703299970790816,21.146237448526644,50.130376415502255
selection_interval_L0_not_test_not_neural,168h_6h,4,R_recent,0.0001,4,42.14642925392535,26.09032418167138,58.730030564794475
selection_interval_L0_not_test_not_neural,168h_6h,4,R_recent,0.0001,5,47.69277678286988,30.719668065452737,66.23989204083368
selection_interval_L0_not_test_not_neural,168h_6h,4,R_recent,0.0001,6,52.75618187711444,35.20008879352133,72.0381406556994
selection_interval_L0_not_test_not_neural,168h_6h,4,R_recent,0.001,1,15.679881165018875,8.587071761300225,28.810920065138202
selection_interval_L0_not_test_not_neural,168h_6h,4,R_recent,0.001,2,26.95727009689425,15.219198333961288,39.62921141754528
selection_interval_L0_not_test_not_neural,168h_6h,4,R_recent,0.001,3,35.70330123110445,21.146237123785554,50.130367214431345
selection_interval_L0_not_test_not_neural,168h_6h,4,R_recent,0.001,4,42.14643072081061,26.09032353347486,58.730019226205684
selection_interval_L0_not_test_not_neural,168h_6h,4,R_recent,0.001,5,47.69277835688746,30.71966757718477,66.23988606633992
selection_interval_L0_not_test_not_neural,168h_6h,4,R_recent,0.001,6,52.75618310027896,35.200088317217094,72.038134714773
selection_interval_L0_not_test_not_neural,168h_6h,4,R_recent,0.01,1,15.679889925778278,8.587073761460688,28.811201772727845
selection_interval_L0_not_test_not_neural,168h_6h,4,R_recent,0.01,2,26.957282775948375,15.219194834415925,39.629174372674456
selection_interval_L0_not_test_not_neural,168h_6h,4,R_recent,0.01,3,35.7033138343257,21.146233876335362,50.13027520280673
selection_interval_L0_not_test_not_neural,168h_6h,4,R_recent,0.01,4,42.1464453896504,26.09031705155899,58.7299058423896
selection_interval_L0_not_test_not_neural,168h_6h,4,R_recent,0.01,5,47.692794096991214,30.71966269449568,66.23982632190523
selection_interval_L0_not_test_not_neural,168h_6h,4,R_recent,0.01,6,52.75619533190396,35.200083554159164,72.03807530647457
selection_interval_L0_not_test_not_neural,168h_6h,4,R_recent,0.1,1,15.679977595688879,8.587093767761957,28.814020086264016
selection_interval_L0_not_test_not_neural,168h_6h,4,R_recent,0.1,2,26.957409584625307,15.219159842454147,39.628803934265676
selection_interval_L0_not_test_not_neural,168h_6h,4,R_recent,0.1,3,35.703439875024486,21.146201397917554,50.12935499510313
selection_interval_L0_not_test_not_neural,168h_6h,4,R_recent,0.1,4,42.14659207675313,26.090252237337378,58.728772211301326
selection_interval_L0_not_test_not_neural,168h_6h,4,R_recent,0.1,5,47.69295149081987,30.71961386665822,66.23922892779771
selection_interval_L0_not_test_not_neural,168h_6h,4,R_recent,0.1,6,52.756317646135464,35.20003592202116,72.0374813200241
selection_interval_L0_not_test_not_neural,168h_6h,4,R_recent,1.0,1,15.680860495847908,8.587310550977453,28.842867949755885
selection_interval_L0_not_test_not_neural,168h_6h,4,R_recent,1.0,2,26.958679472315932,15.218810272016457,39.62510072431177
selection_interval_L0_not_test_not_neural,168h_6h,4,R_recent,1.0,3,35.70470112262573,21.145876225205697,50.12014385115305
selection_interval_L0_not_test_not_neural,168h_6h,4,R_recent,1.0,4,42.14805881453098,26.089604589190788,58.71745651336244
selection_interval_L0_not_test_not_neural,168h_6h,4,R_recent,1.0,5,47.694524706892565,30.719125495519826,66.23326000377773
selection_interval_L0_not_test_not_neural,168h_6h,4,R_recent,1.0,6,52.75754058464186,35.19955944662861,72.03155107978347
selection_interval_L0_not_test_not_neural,168h_6h,4,R_recent,10.0,1,15.690280243224603,8.58959522569549,29.14257796653301
selection_interval_L0_not_test_not_neural,168h_6h,4,R_recent,10.0,2,26.97154635565429,15.21650703897498,39.600390514958335
selection_interval_L0_not_test_not_neural,168h_6h,4,R_recent,10.0,3,35.71738999642265,21.142588598295408,50.014297046642994
selection_interval_L0_not_test_not_neural,168h_6h,4,R_recent,10.0,4,42.16270930763866,26.08317786647563,58.60627160368611
selection_interval_L0_not_test_not_neural,168h_6h,4,R_recent,10.0,5,47.710183401503556,30.714234335340866,66.17406573304818
selection_interval_L0_not_test_not_neural,168h_6h,4,R_recent,10.0,6,52.76974770331713,35.194781090504264,71.9731830641647
