scope,task,fold,model,alpha,horizon_step,rmse,mae,smape_percent
selection_interval_L0_not_test_not_neural,24h_1h,3,R_recent,100.0,1,17.870735851531506,10.767499618582898,22.269370349617617
selection_interval_L0_not_test_not_neural,24h_1h,3,R_lag,0.0001,1,17.566506737552114,10.482124239533885,21.20009322003919
selection_interval_L0_not_test_not_neural,24h_1h,3,R_lag,0.001,1,17.56650990781286,10.482127475908925,21.20008718494153
selection_interval_L0_not_test_not_neural,24h_1h,3,R_lag,0.01,1,17.566541609817385,10.482159838692963,21.200026850371383
selection_interval_L0_not_test_not_neural,24h_1h,3,R_lag,0.1,1,17.56685856969365,10.482483370082484,21.199425141285108
selection_interval_L0_not_test_not_neural,24h_1h,3,R_lag,1.0,1,17.570022277007336,10.485709223480061,21.193567805289685
selection_interval_L0_not_test_not_neural,24h_1h,3,R_lag,10.0,1,17.60117831288775,10.519076975314515,21.208653689028758
selection_interval_L0_not_test_not_neural,24h_1h,3,R_lag,100.0,1,17.904152502058963,10.870098622916792,22.109325642346775
selection_interval_L0_not_test_not_neural,24h_1h,4,R_self,0.0001,1,16.12307743645011,8.872412868933827,27.286480945875564
selection_interval_L0_not_test_not_neural,24h_1h,4,R_self,0.001,1,16.123078730650846,8.872414417853419,27.28648663358128
selection_interval_L0_not_test_not_neural,24h_1h,4,R_self,0.01,1,16.123091672998896,8.872429906996585,27.286543525820782
selection_interval_L0_not_test_not_neural,24h_1h,4,R_self,0.1,1,16.123221130531615,8.872584793141652,27.287113963249336
selection_interval_L0_not_test_not_neural,24h_1h,4,R_self,1.0,1,16.12451909473767,8.8741331264827,27.29296680400352
selection_interval_L0_not_test_not_neural,24h_1h,4,R_self,10.0,1,16.137822023475156,8.889973961162287,27.36792652250688
selection_interval_L0_not_test_not_neural,24h_1h,4,R_self,100.0,1,16.29271283786199,9.100491859298092,28.551136008156902
selection_interval_L0_not_test_not_neural,24h_1h,4,R_recent,0.0001,1,15.633513208495488,8.646110085316188,28.81293227755874
selection_interval_L0_not_test_not_neural,24h_1h,4,R_recent,0.001,1,15.633514036114738,8.64611006190164,28.81294794101282
selection_interval_L0_not_test_not_neural,24h_1h,4,R_recent,0.01,1,15.633522312865216,8.646109827820375,28.813104589359934
selection_interval_L0_not_test_not_neural,24h_1h,4,R_recent,0.1,1,15.633605136142162,8.64610749342784,28.814672451613955
selection_interval_L0_not_test_not_neural,24h_1h,4,R_recent,1.0,1,15.634438918881498,8.646084789520247,28.830487233763492
selection_interval_L0_not_test_not_neural,24h_1h,4,R_recent,10.0,1,15.643305591093366,8.6463245605819,29.00264431515164
selection_interval_L0_not_test_not_neural,24h_1h,4,R_recent,100.0,1,15.766507153224754,8.728621100761318,31.876811978991455
selection_interval_L0_not_test_not_neural,24h_1h,4,R_lag,0.0001,1,15.758662259922138,9.09577358224266,37.38393788682351
selection_interval_L0_not_test_not_neural,24h_1h,4,R_lag,0.001,1,15.758661730730699,9.09577188556651,37.38393519294126
selection_interval_L0_not_test_not_neural,24h_1h,4,R_lag,0.01,1,15.758656442170956,9.095754921575164,37.38390830748427
selection_interval_L0_not_test_not_neural,24h_1h,4,R_lag,0.1,1,15.758603891103915,9.09558555799845,37.383644770153985
selection_interval_L0_not_test_not_neural,24h_1h,4,R_lag,1.0,1,15.758110928626321,9.093952003939691,37.38161987345385
selection_interval_L0_not_test_not_neural,24h_1h,4,R_lag,10.0,1,15.755740706455821,9.080653773182137,37.39400308350371
selection_interval_L0_not_test_not_neural,24h_1h,4,R_lag,100.0,1,15.813920097110245,9.054414503405086,38.104076378094035
selection_interval_L0_not_test_not_neural,24h_1h,5,R_self,0.0001,1,20.57999781982477,10.800260059264009,29.22865568530217
selection_interval_L0_not_test_not_neural,24h_1h,5,R_self,0.001,1,20.579997899766077,10.800260863556886,29.228664441224367
selection_interval_L0_not_test_not_neural,24h_1h,5,R_self,0.01,1,20.579998699590565,10.800268906539232,29.228752000687475
selection_interval_L0_not_test_not_neural,24h_1h,5,R_self,0.1,1,20.580006738961515,10.800349341716904,29.229627619176107
selection_interval_L0_not_test_not_neural,24h_1h,5,R_self,1.0,1,20.5800912267854,10.801154227015829,29.238385971250768
selection_interval_L0_not_test_not_neural,24h_1h,5,R_self,10.0,1,20.581327781088454,10.810885035440382,29.36500530493507
selection_interval_L0_not_test_not_neural,24h_1h,5,R_self,100.0,1,20.620539886266414,10.955717739236212,30.79477562806494
selection_interval_L0_not_test_not_neural,24h_1h,5,R_recent,0.0001,1,20.231928722894214,10.543950310420206,28.62629857864781
selection_interval_L0_not_test_not_neural,24h_1h,5,R_recent,0.001,1,20.23192953557797,10.543949804582299,28.626282918873542
selection_interval_L0_not_test_not_neural,24h_1h,5,R_recent,0.01,1,20.231937662899632,10.543944746344968,28.62612633777795
selection_interval_L0_not_test_not_neural,24h_1h,5,R_recent,0.1,1,20.23201898450303,10.543894178145697,28.624562188803203
selection_interval_L0_not_test_not_neural,24h_1h,5,R_recent,1.0,1,20.23283701676804,10.543390482731397,28.609090548598605
selection_interval_L0_not_test_not_neural,24h_1h,5,R_recent,10.0,1,20.24147736878441,10.540331545820903,28.472907681435462
selection_interval_L0_not_test_not_neural,24h_1h,5,R_recent,100.0,1,20.35846562733875,10.620124546774989,29.55717639275418
selection_interval_L0_not_test_not_neural,24h_1h,5,R_lag,0.0001,1,20.250925430095887,10.831521391280754,35.39637975282023
selection_interval_L0_not_test_not_neural,24h_1h,5,R_lag,0.001,1,20.250925283513027,10.831519744845641,35.39636889293408
selection_interval_L0_not_test_not_neural,24h_1h,5,R_lag,0.01,1,20.2509238215351,10.83150328424134,35.396260344955685
selection_interval_L0_not_test_not_neural,24h_1h,5,R_lag,0.1,1,20.250909585400983,10.83133905176041,35.395179935631745
selection_interval_L0_not_test_not_neural,24h_1h,5,R_lag,1.0,1,20.25080422631253,10.829747305870498,35.382561873152035
selection_interval_L0_not_test_not_neural,24h_1h,5,R_lag,10.0,1,20.25246388134983,10.81796555269911,35.265060218128895
selection_interval_L0_not_test_not_neural,24h_1h,5,R_lag,100.0,1,20.335883764862878,10.832415098088669,35.406863232076816
