variant,arm,seed,status,best_epoch,best_valid_loss,training_seconds,test_inference_seconds,evaluation_split,parameter_count,trainable_parameter_count,layer,requested_capacity,capacity_status,input_channels,selected_alpha,prediction_file,mse_scaled,rmse_scaled,mae_scaled,rmse_ugm3,mae_ugm3,smape_percent,selected_channel_indices,hyperparameters,learning_rate_retry,note,infeasible_reason,device_name,batch_size,history,horizon
center_tst_default,center_tst,2047,completed,6,0.5170581340789795,68.85934898399864,0.4660395920000155,test,546694,546694,B,default,default,1,,predictions/center_tst_default_seed2047.npz,0.3926625251770019,0.6266279000946271,0.4244711995124817,46.5776481628418,31.55121612548828,51.69630813598633,[9],"{""d_ff"": 256, ""d_model"": 128, ""n_heads"": 16, ""n_layers"": 3}",,,,,,,
center_tst_default,center_tst,2048,completed,9,0.510158896446228,85.35127477100104,0.4657231640012469,test,546694,546694,B,default,default,1,,predictions/center_tst_default_seed2048.npz,0.4252069592475891,0.6520789516980203,0.4433422684669494,48.46944046020508,32.953914642333984,52.98976135253906,[9],"{""d_ff"": 256, ""d_model"": 128, ""n_heads"": 16, ""n_layers"": 3}",,,,,,,
center_tst_default,center_tst,2049,completed,8,0.5660486817359924,79.86237561599773,0.4656113519995415,test,546694,546694,B,default,default,1,,predictions/center_tst_default_seed2049.npz,0.4383643865585327,0.662090920160164,0.4579971134662628,49.21363830566406,34.043216705322266,51.86699676513672,[9],"{""d_ff"": 256, ""d_model"": 128, ""n_heads"": 16, ""n_layers"": 3}",,,,,,,
center_tst_default,center_tst,2050,completed,11,0.5367933511734009,96.77071412800068,0.465642625997134,test,546694,546694,B,default,default,1,,predictions/center_tst_default_seed2050.npz,0.5029873847961426,0.7092160353489919,0.4708636105060577,52.71647644042969,34.99958801269531,54.14158630371094,[9],"{""d_ff"": 256, ""d_model"": 128, ""n_heads"": 16, ""n_layers"": 3}",,,,,,,
center_tst_default,center_tst,2051,completed,8,0.5474473834037781,79.73878790500021,0.4655640730015875,test,546694,546694,B,default,default,1,,predictions/center_tst_default_seed2051.npz,0.4148401021957397,0.6440808196148522,0.4342576861381531,47.87493515014648,32.278648376464844,50.79485321044922,[9],"{""d_ff"": 256, ""d_model"": 128, ""n_heads"": 16, ""n_layers"": 3}",,,,,,,
plain_mix_patchtst_all_default,plain_mix_patchtst_all,2047,completed,8,1.0610148906707764,12.905373991001396,0.0498364699997182,test,26316,26313,C,default,default,18,,predictions/plain_mix_patchtst_all_default_seed2047.npz,0.7343485355377197,0.8569413839567557,0.642734944820404,63.69699096679688,47.774898529052734,64.96705627441406,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 6, ""seq_len"": 168, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}",,,,,,,
plain_mix_patchtst_all_default,plain_mix_patchtst_all,2048,completed,16,0.92156982421875,20.048013214000093,0.0382919350013253,test,26316,26313,C,default,default,18,,predictions/plain_mix_patchtst_all_default_seed2048.npz,0.5955983400344849,0.7717501798085212,0.5907545685768127,57.36468505859375,43.91116714477539,60.95806884765625,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 6, ""seq_len"": 168, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}",,,,,,,
plain_mix_patchtst_all_default,plain_mix_patchtst_all,2049,completed,8,0.8207101225852966,12.752162074000807,0.0382068780018016,test,26316,26313,C,default,default,18,,predictions/plain_mix_patchtst_all_default_seed2049.npz,0.4924130737781524,0.7017215072791716,0.5368011593818665,52.15940856933594,39.9007682800293,57.03628158569336,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 6, ""seq_len"": 168, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}",,,,,,,
plain_mix_patchtst_all_default,plain_mix_patchtst_all,2050,completed,6,0.9790366888046264,10.960487477997958,0.0382593939975777,test,26316,26313,C,default,default,18,,predictions/plain_mix_patchtst_all_default_seed2050.npz,0.6048001646995544,0.7776889896993234,0.6110849976539612,57.806114196777344,45.42233657836914,61.38822937011719,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 6, ""seq_len"": 168, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}",,,,,,,
plain_mix_patchtst_all_default,plain_mix_patchtst_all,2051,completed,11,0.6156916618347168,15.48329657299837,0.0382426729993312,test,26316,26313,C,default,default,18,,predictions/plain_mix_patchtst_all_default_seed2051.npz,0.4038504660129547,0.6354923020878811,0.4543350040912628,47.23654556274414,33.77101135253906,54.53323745727539,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 6, ""seq_len"": 168, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}",,,,,,,
plain_mix_patchtst_top5_default,plain_mix_patchtst_top5,2047,completed,20,0.8962490558624268,23.77489841400165,0.048469256998942,test,25932,25929,C,default,default,6,,predictions/plain_mix_patchtst_top5_default_seed2047.npz,0.5922263264656067,0.7695624253207837,0.5734423398971558,57.20206451416016,42.62434005737305,59.788387298583984,"[9, 14, 11, 16, 15, 4]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 6, ""seq_len"": 168, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}",,,,,,,
plain_mix_patchtst_top5_default,plain_mix_patchtst_top5,2048,completed,30,1.0209280252456665,27.618356148999737,0.0387123969994718,test,25932,25929,C,default,default,6,,predictions/plain_mix_patchtst_top5_default_seed2048.npz,0.5985680222511292,0.7736717794072168,0.5937561988830566,57.507511138916016,44.134273529052734,59.90488052368164,"[9, 14, 11, 16, 15, 4]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 6, ""seq_len"": 168, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}",True,nonfinite loss at protocol lr; retried once with lr/10,,,,,
plain_mix_patchtst_top5_default,plain_mix_patchtst_top5,2049,completed,12,0.6956597566604614,16.486544078001316,0.0387678910010436,test,25932,25929,C,default,default,6,,predictions/plain_mix_patchtst_top5_default_seed2049.npz,0.8219292759895325,0.9066031524264256,0.585547924041748,67.38838958740234,43.52415466308594,60.50990295410156,"[9, 14, 11, 16, 15, 4]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 6, ""seq_len"": 168, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}",,,,,,,
plain_mix_patchtst_top5_default,plain_mix_patchtst_top5,2050,completed,10,0.9718172550201416,14.645966903000954,0.038674544000969,test,25932,25929,C,default,default,6,,predictions/plain_mix_patchtst_top5_default_seed2050.npz,0.5633311867713928,0.7505539199627118,0.5751841068267822,55.78915023803711,42.7537956237793,59.87910079956055,"[9, 14, 11, 16, 15, 4]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 6, ""seq_len"": 168, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}",,,,,,,
plain_mix_patchtst_top5_default,plain_mix_patchtst_top5,2051,completed,18,0.7161644101142883,21.96475945700149,0.0384945010009687,test,25932,25929,C,default,default,6,,predictions/plain_mix_patchtst_top5_default_seed2051.npz,0.5919607877731323,0.7693898802123227,0.5360109210014343,57.189239501953125,39.84203338623047,61.91115951538086,"[9, 14, 11, 16, 15, 4]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 6, ""seq_len"": 168, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}",,,,,,,
patchtst_ci_top5_default,patchtst_ci_top5,2047,completed,16,0.4911184310913086,110.78762716799974,0.2426775519998045,test,25685,25682,C,default,default,6,,predictions/patchtst_ci_top5_default_seed2047.npz,0.3280238211154938,0.5727336388894001,0.3600412309169769,42.5716552734375,26.762096405029297,41.05233383178711,"[9, 14, 11, 16, 15, 4]","{""c_in"": 6, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 6, ""seq_len"": 168, ""stride"": 2}",,,,,,,
patchtst_ci_top5_default,patchtst_ci_top5,2048,completed,9,0.4640606343746185,75.04715234700052,0.2423946050002996,test,25685,25682,C,default,default,6,,predictions/patchtst_ci_top5_default_seed2048.npz,0.327984094619751,0.5726989563634205,0.3501079380512237,42.5690803527832,26.023744583129883,40.433135986328125,"[9, 14, 11, 16, 15, 4]","{""c_in"": 6, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 6, ""seq_len"": 168, ""stride"": 2}",,,,,,,
patchtst_ci_top5_default,patchtst_ci_top5,2049,completed,10,0.4654783010482788,80.11482776400226,0.2435207329981494,test,25685,25682,C,default,default,6,,predictions/patchtst_ci_top5_default_seed2049.npz,0.3319931328296661,0.5761884525306509,0.3605823814868927,42.82845306396485,26.80232048034668,41.10452651977539,"[9, 14, 11, 16, 15, 4]","{""c_in"": 6, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 6, ""seq_len"": 168, ""stride"": 2}",,,,,,,
patchtst_ci_top5_default,patchtst_ci_top5,2050,completed,9,0.4772298038005829,74.53028058900236,0.2386337499992805,test,25685,25682,C,default,default,6,,predictions/patchtst_ci_top5_default_seed2050.npz,0.3236958086490631,0.5689427112188564,0.3545790016651153,42.28987503051758,26.35608291625977,40.76522445678711,"[9, 14, 11, 16, 15, 4]","{""c_in"": 6, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 6, ""seq_len"": 168, ""stride"": 2}",,,,,,,
patchtst_ci_top5_default,patchtst_ci_top5,2051,completed,11,0.4652908742427826,84.24332392400174,0.2381156100018415,test,25685,25682,C,default,default,6,,predictions/patchtst_ci_top5_default_seed2051.npz,0.3254715800285339,0.5705011656679887,0.3542095720767975,42.40571594238281,26.328622817993164,40.85514831542969,"[9, 14, 11, 16, 15, 4]","{""c_in"": 6, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 6, ""seq_len"": 168, ""stride"": 2}",,,,,,,
multi_tst_default,multi_tst,2047,completed,4,0.6694421172142029,56.95605491599781,0.4666819259982731,test,548870,548870,C,default,default,18,,predictions/multi_tst_default_seed2047.npz,0.4299646615982055,0.6557169065978135,0.46347776055336,48.7398567199707,34.450592041015625,58.89970016479492,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","{""d_ff"": 256, ""d_model"": 128, ""n_heads"": 16, ""n_layers"": 3}",,,,,,,
multi_tst_default,multi_tst,2048,completed,5,0.7413480281829834,62.64141908500096,0.4667201750016829,test,548870,548870,C,default,default,18,,predictions/multi_tst_default_seed2048.npz,0.5529624819755554,0.7436144713327971,0.5292243957519531,55.27333831787109,39.33758544921875,64.49554443359375,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","{""d_ff"": 256, ""d_model"": 128, ""n_heads"": 16, ""n_layers"": 3}",,,,,,,
multi_tst_default,multi_tst,2049,completed,8,0.649386465549469,79.7135812819979,0.466572826000629,test,548870,548870,C,default,default,18,,predictions/multi_tst_default_seed2049.npz,0.4240801334381103,0.651214352911628,0.4641014337539673,48.40517807006836,34.496952056884766,55.44060516357422,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","{""d_ff"": 256, ""d_model"": 128, ""n_heads"": 16, ""n_layers"": 3}",,,,,,,
multi_tst_default,multi_tst,2050,completed,4,0.6456071734428406,56.94896441500168,0.4665726530001848,test,548870,548870,C,default,default,18,,predictions/multi_tst_default_seed2050.npz,0.4315642714500427,0.6569355154427584,0.4687064588069916,48.83043670654297,34.8392448425293,60.19831466674805,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","{""d_ff"": 256, ""d_model"": 128, ""n_heads"": 16, ""n_layers"": 3}",,,,,,,
multi_tst_default,multi_tst,2051,infeasible_oom,0,,,,test,548870,548870,C,default,default,18,,,,,,,,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","{""d_ff"": 256, ""d_model"": 128, ""n_heads"": 16, ""n_layers"": 3}",,,"OOM during lr/10 retry: CUDA out of memory. Tried to allocate 882.00 MiB. GPU 0 has a total capacity of 7.98 GiB of which 584.00 MiB is free. Of the allocated memory 6.89 GiB is allocated by PyTorch, and 56.94 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)",AMD Radeon RX 7600,512.0,168.0,6.0
multi_gru_default,multi_gru,2047,completed,14,0.4182148873806,15.324297648010543,0.07477123198623303,test,36606,36606,C,default,default,18,,predictions/multi_gru_default_seed2047.npz,0.2721635103225708,0.5216929272307329,0.30558422207832336,38.777767181396484,22.714269638061523,33.53392028808594,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","{""hidden_size"": 100}",,,,,,,
multi_gru_default,multi_gru,2048,completed,15,0.4175819754600525,14.605731452000327,0.07233485901087988,test,36606,36606,C,default,default,18,,predictions/multi_gru_default_seed2048.npz,0.2770480811595917,0.5263535704824198,0.3130090832710266,39.12419509887695,23.266164779663086,33.751495361328125,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","{""hidden_size"": 100}",,,,,,,
multi_gru_default,multi_gru,2049,completed,17,0.40624934434890747,15.979952004010556,0.07096249199821614,test,36606,36606,C,default,default,18,,predictions/multi_gru_default_seed2049.npz,0.2809290885925293,0.5300274413580199,0.306108295917511,39.39727783203125,22.753223419189453,33.065433502197266,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","{""hidden_size"": 100}",,,,,,,
multi_gru_default,multi_gru,2050,completed,14,0.4208698272705078,13.893320427989238,0.07081489599659108,test,36606,36606,C,default,default,18,,predictions/multi_gru_default_seed2050.npz,0.26984789967536926,0.5194688630470254,0.30541086196899414,38.612449645996094,22.70138168334961,33.15276336669922,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","{""hidden_size"": 100}",,,,,,,
