variant,arm,seed,status,best_epoch,best_valid_loss,training_seconds,test_inference_seconds,evaluation_split,parameter_count,trainable_parameter_count,layer,requested_capacity,capacity_status,input_channels,selected_alpha,prediction_file,mse_scaled,rmse_scaled,mae_scaled,rmse_ugm3,mae_ugm3,smape_percent,selected_channel_indices,hyperparameters,infeasible_reason,device_name,batch_size,history,horizon,learning_rate_retry,note
center_lstm_default,center_lstm,2048,nonfinite,0,,,,test,41503,41503,B,default,default,1,,,,,,,,,[9],"{""hidden_size"": 100}",non-finite training loss at protocol lr and at lr/10: center_lstm_default seed=2048 has non-finite training loss,AMD Radeon RX 7600,512.0,168.0,3.0,,
center_lstm_default,center_lstm,2049,completed,30,0.2605681419372558,13.699660332000349,0.0404220780037576,test,41503,41503,B,default,default,1,,predictions/center_lstm_default_seed2049.npz,0.1815103739500045,0.4260403431014539,0.2273291498422622,31.66785049438477,16.897520065307617,24.711332321166992,[9],"{""hidden_size"": 100}",,,,,,,
center_tcn_default,center_tcn,2047,completed,30,2.0030980110168457,367.11092655800167,0.8175218800024595,test,66728,66728,B,default,default,1,,predictions/center_tcn_default_seed2047.npz,0.9282638430595398,0.9634645001553196,0.7315542697906494,71.61492919921875,54.376895904541016,69.60089111328125,[9],"{""ks"": 7, ""layers"": [25, 25, 25, 25, 25, 25, 25, 25]}",,,,,,True,nonfinite loss at protocol lr; retried once with lr/10
center_tcn_default,center_tcn,2048,completed,26,0.701069176197052,364.1880777370097,0.5865232630021637,test,66728,66728,B,default,default,1,,predictions/center_tcn_default_seed2048.npz,0.4527123570442199,0.6728390275870002,0.4547746777534485,50.01255035400391,33.803688049316406,54.154579162597656,[9],"{""ks"": 7, ""layers"": [25, 25, 25, 25, 25, 25, 25, 25]}",,,,,,,
center_tcn_default,center_tcn,2049,completed,30,0.7498369812965393,367.4732374669984,0.5892161559895612,test,66728,66728,B,default,default,1,,predictions/center_tcn_default_seed2049.npz,0.4976184666156769,0.7054207727418274,0.5061237215995789,52.43437576293945,37.62049865722656,64.31319427490234,[9],"{""ks"": 7, ""layers"": [25, 25, 25, 25, 25, 25, 25, 25]}",,,,,,,
plain_mix_patchtst_all_default,plain_mix_patchtst_all,2047,completed,6,2.1334025859832764,11.542357211001216,0.0403079719981178,test,22281,22278,C,default,default,18,,predictions/plain_mix_patchtst_all_default_seed2047.npz,0.9982843399047852,0.9991418017002316,0.7555681467056274,74.26685333251953,56.16186141967773,71.37998962402344,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 3, ""seq_len"": 168, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}",,,,,,,
plain_mix_patchtst_all_default,plain_mix_patchtst_all,2048,nonfinite,0,,,,test,22281,22281,C,default,default,18,,,,,,,,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 3, ""seq_len"": 168, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}",non-finite training loss at protocol lr and at lr/10: plain_mix_patchtst_all_default seed=2048 has non-finite training loss,AMD Radeon RX 7600,512.0,168.0,3.0,,
plain_mix_patchtst_all_default,plain_mix_patchtst_all,2049,nonfinite,0,,,,test,22281,22281,C,default,default,18,,,,,,,,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 3, ""seq_len"": 168, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}",non-finite training loss at protocol lr and at lr/10: plain_mix_patchtst_all_default seed=2049 has non-finite training loss,AMD Radeon RX 7600,512.0,168.0,3.0,,
plain_mix_patchtst_top5_default,plain_mix_patchtst_top5,2047,nonfinite,0,,,,test,21897,21897,C,default,default,6,,,,,,,,,"[9, 14, 11, 16, 15, 4]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 3, ""seq_len"": 168, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}",non-finite training loss at protocol lr and at lr/10: plain_mix_patchtst_top5_default seed=2047 has non-finite training loss,AMD Radeon RX 7600,512.0,168.0,3.0,,
plain_mix_patchtst_top5_default,plain_mix_patchtst_top5,2048,nonfinite,0,,,,test,21897,21897,C,default,default,6,,,,,,,,,"[9, 14, 11, 16, 15, 4]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 3, ""seq_len"": 168, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}",non-finite training loss at protocol lr and at lr/10: plain_mix_patchtst_top5_default seed=2048 has non-finite training loss,AMD Radeon RX 7600,512.0,168.0,3.0,,
plain_mix_patchtst_top5_default,plain_mix_patchtst_top5,2049,nonfinite,0,,,,test,21897,21897,C,default,default,6,,,,,,,,,"[9, 14, 11, 16, 15, 4]","{""c_in"": 1, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 3, ""seq_len"": 168, ""station_mixer"": ""Conv1d(S,32,1)-GELU-Conv1d(32,1,1)"", ""stride"": 2}",non-finite training loss at protocol lr and at lr/10: plain_mix_patchtst_top5_default seed=2049 has non-finite training loss,AMD Radeon RX 7600,512.0,168.0,3.0,,
patchtst_ci_all_default,patchtst_ci_all,2047,infeasible_oom,0,,,,test,21674,21674,C,default,default,18,,,,,,,,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","{""c_in"": 18, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 3, ""seq_len"": 168, ""stride"": 2}","CUDA out of memory. Tried to allocate 994.00 MiB. GPU 0 has a total capacity of 7.98 GiB of which 74.00 MiB is free. Of the allocated memory 6.73 GiB is allocated by PyTorch, and 90.19 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)",AMD Radeon RX 7600,512.0,168.0,3.0,,
patchtst_ci_all_default,patchtst_ci_all,2048,infeasible_oom,0,,,,test,21674,21674,C,default,default,18,,,,,,,,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","{""c_in"": 18, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 3, ""seq_len"": 168, ""stride"": 2}","CUDA out of memory. Tried to allocate 994.00 MiB. GPU 0 has a total capacity of 7.98 GiB of which 74.00 MiB is free. Of the allocated memory 6.73 GiB is allocated by PyTorch, and 90.19 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)",AMD Radeon RX 7600,512.0,168.0,3.0,,
patchtst_ci_top5_default,patchtst_ci_top5,2047,completed,18,0.25773513317108154,123.54139448599994,0.2370624879999923,test,21650,21647,C,default,default,6,,predictions/patchtst_ci_top5_default_seed2047.npz,0.19387991726398468,0.440317972905927,0.257902592420578,32.7291145324707,19.170063018798828,31.855600357055664,"[9, 14, 11, 16, 15, 4]","{""c_in"": 6, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 3, ""seq_len"": 168, ""stride"": 2}",,,,,,,
patchtst_ci_top5_default,patchtst_ci_top5,2048,completed,19,0.2550179362297058,127.49505659600004,0.2369493839998995,test,21650,21647,C,default,default,6,,predictions/patchtst_ci_top5_default_seed2048.npz,0.189215287566185,0.43498883613971634,0.24767056107521057,32.3329963684082,18.409507751464844,30.259334564208984,"[9, 14, 11, 16, 15, 4]","{""c_in"": 6, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 3, ""seq_len"": 168, ""stride"": 2}",,,,,,,
patchtst_ci_top5_default,patchtst_ci_top5,2049,nonfinite,0,,,,test,21650,21650,C,default,default,6,,,,,,,,,"[9, 14, 11, 16, 15, 4]","{""c_in"": 6, ""c_out"": 1, ""d_ff"": 128, ""d_model"": 16, ""dropout"": 0.2, ""n_heads"": 4, ""n_layers"": 3, ""padding_patch"": true, ""patch_len"": 4, ""pred_dim"": 3, ""seq_len"": 168, ""stride"": 2}",non-finite training loss at protocol lr and at lr/10: patchtst_ci_top5_default seed=2049 has non-finite training loss,AMD Radeon RX 7600,512.0,168.0,3.0,,
multi_gru_default,multi_gru,2047,completed,15,0.22825559973716736,15.144171704999962,0.05739940300009039,test,36303,36303,C,default,default,18,,predictions/multi_gru_default_seed2047.npz,0.1522267460823059,0.3901624611393386,0.2120317965745926,29.001022338867188,15.760457992553711,24.442157745361328,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","{""hidden_size"": 100}",,,,,,,
multi_gru_default,multi_gru,2048,nonfinite,0,,,,test,36303,36303,C,default,default,18,,,,,,,,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","{""hidden_size"": 100}",non-finite training loss at protocol lr and at lr/10: multi_gru_default seed=2048 has non-finite training loss,AMD Radeon RX 7600,512.0,168.0,3.0,,
multi_gru_default,multi_gru,2049,completed,29,1.0805000066757202,20.87929704499993,0.05798886200000197,test,36303,36303,C,default,default,18,,predictions/multi_gru_default_seed2049.npz,0.5114184617996216,0.715135275174999,0.49875059723854065,53.15645980834961,37.072452545166016,51.800472259521484,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","{""hidden_size"": 100}",,,,,,True,nonfinite loss at protocol lr; retried once with lr/10
