task,seed,variant,checkpoint_role,checkpoint_path,checkpoint_sha256,model_state_sha256,initialized_from_checkpoint,initialized_from_sha256,patchtst_frozen,source_f00_checkpoint_patchtst_sha256,patchtst_initial_state_sha256,patchtst_initial_complete_state_sha256,patchtst_checkpoint_state_sha256,patchtst_final_loaded_state_sha256,patchtst_final_loaded_complete_state_sha256,patchtst_state_unchanged_from_f00_initialization,shared_by_adapter_variants,base_state_sha256
24h_1h,2061,F01,best_validation_adapter,experiments/results/cross_variable_lag_adapter/l1_selection_24h_1h/checkpoints/F01_seed2061.pt,7aa93b70dcf7fbce8b9178113cd045a419981f5479a9bc5cab09cbf49650b756,b5cc2035320ca0312784263d9d9adf125997bd8bc7d4028ae332fcf0ff133a07,experiments/results/cross_variable_lag_adapter/l1_selection_24h_1h/checkpoints/F00_seed2061.pt,61fd7d59930b62315eae3695a9157915a487d53f19748205e42daad8e0a8d038,True,,,,,,,,,4e18ab7e0a578b6bc993930d06af153ab76de0f4f78860b06d1680f777536603
24h_1h,2061,F11,best_validation_adapter,experiments/results/cross_variable_lag_adapter/l1_selection_24h_1h/checkpoints/F11_seed2061.pt,7572cc4904a1d758ab9757aec44cecc9090bf7b70354c1ec0347df46d8ea9cfa,641acac5b8e6c4a9b86b53c097b93b56d2fc288da089fa3be9877c911ce539c2,experiments/results/cross_variable_lag_adapter/l1_selection_24h_1h/checkpoints/F10_seed2061.pt,8d7d7b37bb7b2fc89b1e9a31f0ea6059a552f7ad2c5fb165196e296511048d6f,True,,,,,,,,,e13e9c0826599d83d289ca2761e700afc0c9f109faca66e0bf6b7335fd71545a
24h_1h,2061,B1,best_validation_adapter,experiments/results/cross_variable_lag_adapter/l1_selection_24h_1h/checkpoints/B1_seed2061.pt,6b2cd878dfdaca61f1c806cf145f52be5f412b6f910b29db0228564c957c92d2,e7b2974a7b1419736919643baa94d80a07e67a6a26f62d4a36c934e6c6ff4a80,experiments/results/cross_variable_lag_adapter/l1_selection_24h_1h/checkpoints/F10_seed2061.pt,8d7d7b37bb7b2fc89b1e9a31f0ea6059a552f7ad2c5fb165196e296511048d6f,True,,,,,,,,,e13e9c0826599d83d289ca2761e700afc0c9f109faca66e0bf6b7335fd71545a
24h_1h,2061,B2,best_validation_adapter,experiments/results/cross_variable_lag_adapter/l1_selection_24h_1h/checkpoints/B2_seed2061.pt,0b07e8a83c9796bcff55ce9d3eae744d3d3f23d4902dacfed365974ce21ba4e7,c89035f5ec995aef1f56eb28c5921eafaeea5bd98a0716c8adefa133ea7cdb4e,experiments/results/cross_variable_lag_adapter/l1_selection_24h_1h/checkpoints/F10_seed2061.pt,8d7d7b37bb7b2fc89b1e9a31f0ea6059a552f7ad2c5fb165196e296511048d6f,True,,,,,,,,,e13e9c0826599d83d289ca2761e700afc0c9f109faca66e0bf6b7335fd71545a
24h_1h,2061,B_flat,best_validation_adapter,experiments/results/cross_variable_lag_adapter/l1_selection_24h_1h/checkpoints/B_flat_seed2061.pt,0c753d0f0490f364466df898af283bc73efb09deed09d69cc309bc7931beb6eb,d380523eee966cfb0023b665bc5edd08fe3e15fe17e87f8dec883439b572a8f9,experiments/results/cross_variable_lag_adapter/l1_selection_24h_1h/checkpoints/F10_seed2061.pt,8d7d7b37bb7b2fc89b1e9a31f0ea6059a552f7ad2c5fb165196e296511048d6f,True,,,,,,,,,e13e9c0826599d83d289ca2761e700afc0c9f109faca66e0bf6b7335fd71545a
24h_1h,2061,B3,best_validation_adapter,experiments/results/cross_variable_lag_adapter/l1_selection_24h_1h/checkpoints/B3_seed2061.pt,34a82781a9519b5c43aeb25720772f907978444e9a342d8c66ff0f3e752a6e63,e173dcb75677feb345cbe50542302109c49e6d1eb7e686087d0ee3ed0cca2d35,experiments/results/cross_variable_lag_adapter/l1_selection_24h_1h/checkpoints/F10_seed2061.pt,8d7d7b37bb7b2fc89b1e9a31f0ea6059a552f7ad2c5fb165196e296511048d6f,True,,,,,,,,,e13e9c0826599d83d289ca2761e700afc0c9f109faca66e0bf6b7335fd71545a
24h_1h,2062,F00,best_validation_base,experiments/results/cross_variable_lag_adapter/l1_selection_24h_1h/checkpoints/F00_seed2062.pt,fe62bf3aa78ce6ed30b67d8d9c73be00cfdbeb82e203025631d463589199ee7b,84d0c86123e53bfb3f040931393f0dc5b4dd3d9ea7848988c44d873a73278f55,,,False,,1946c6d06d35715b5a463808026e619cca6d2c656e303e85c1b6e859d4647d71,3f5f3dbee806602ee0961d9f6ce25d938d5a7633ec952927ab93f9cce54168e6,e080a1a383817627fd4fc9b4dab95d97227a84c0d3b12301fbea3f8c0110d825,e080a1a383817627fd4fc9b4dab95d97227a84c0d3b12301fbea3f8c0110d825,80584019887faa137aab352f7ca197290af0458b5b7ee6d9ef77fa5991d2631a,False,F01,
24h_1h,2062,F10,best_validation_base,experiments/results/cross_variable_lag_adapter/l1_selection_24h_1h/checkpoints/F10_seed2062.pt,ccc9c8335e7d9c6c8c6a25f81cfd0144355a82d7cb9d6517d48a597aae206054,c14a8b027d91c7e556296544da9f137a0169bbc1e382f38c2f07814f96015007,experiments/results/cross_variable_lag_adapter/l1_selection_24h_1h/checkpoints/F00_seed2062.pt,fe62bf3aa78ce6ed30b67d8d9c73be00cfdbeb82e203025631d463589199ee7b,True,e080a1a383817627fd4fc9b4dab95d97227a84c0d3b12301fbea3f8c0110d825,e080a1a383817627fd4fc9b4dab95d97227a84c0d3b12301fbea3f8c0110d825,80584019887faa137aab352f7ca197290af0458b5b7ee6d9ef77fa5991d2631a,e080a1a383817627fd4fc9b4dab95d97227a84c0d3b12301fbea3f8c0110d825,e080a1a383817627fd4fc9b4dab95d97227a84c0d3b12301fbea3f8c0110d825,80584019887faa137aab352f7ca197290af0458b5b7ee6d9ef77fa5991d2631a,True,"F11,B1,B2,B_flat,B3",
24h_1h,2062,F01,best_validation_adapter,experiments/results/cross_variable_lag_adapter/l1_selection_24h_1h/checkpoints/F01_seed2062.pt,219c601d939d92e6d3f4aa8d66f5715374065cdd026be1d0f197a49680c2d06c,802e801aec294c25d952fc721d599a780df109318553ebb8ec55a8a0f609e9f5,experiments/results/cross_variable_lag_adapter/l1_selection_24h_1h/checkpoints/F00_seed2062.pt,fe62bf3aa78ce6ed30b67d8d9c73be00cfdbeb82e203025631d463589199ee7b,True,,,,,,,,,84d0c86123e53bfb3f040931393f0dc5b4dd3d9ea7848988c44d873a73278f55
24h_1h,2062,F11,best_validation_adapter,experiments/results/cross_variable_lag_adapter/l1_selection_24h_1h/checkpoints/F11_seed2062.pt,83de1bd77b8e6504ac7c2b6923cbfa92fe72b84cce24ae53ead9200696aca0fe,3b1a875eef55053e7bdf35f7d683220bbf64334282b39628569178523f39bb8c,experiments/results/cross_variable_lag_adapter/l1_selection_24h_1h/checkpoints/F10_seed2062.pt,ccc9c8335e7d9c6c8c6a25f81cfd0144355a82d7cb9d6517d48a597aae206054,True,,,,,,,,,c14a8b027d91c7e556296544da9f137a0169bbc1e382f38c2f07814f96015007
24h_1h,2062,B1,best_validation_adapter,experiments/results/cross_variable_lag_adapter/l1_selection_24h_1h/checkpoints/B1_seed2062.pt,2f3f10e4207fdc5614e27fcd152a15f12c9c5545d44408c166142c99455ba419,68f3d5d7bdf6edd5d90400e697470231535d16fc0aa31ee15c13244f5f0b8bf5,experiments/results/cross_variable_lag_adapter/l1_selection_24h_1h/checkpoints/F10_seed2062.pt,ccc9c8335e7d9c6c8c6a25f81cfd0144355a82d7cb9d6517d48a597aae206054,True,,,,,,,,,c14a8b027d91c7e556296544da9f137a0169bbc1e382f38c2f07814f96015007
24h_1h,2062,B2,best_validation_adapter,experiments/results/cross_variable_lag_adapter/l1_selection_24h_1h/checkpoints/B2_seed2062.pt,b4708c9e7d0cb765f249aa2fcb61602f1414bcb6c68d415e37faa50558ae8ee1,d238127f30da8101c3053fef10a828940be55a0be4fe72169ea11d23703b6149,experiments/results/cross_variable_lag_adapter/l1_selection_24h_1h/checkpoints/F10_seed2062.pt,ccc9c8335e7d9c6c8c6a25f81cfd0144355a82d7cb9d6517d48a597aae206054,True,,,,,,,,,c14a8b027d91c7e556296544da9f137a0169bbc1e382f38c2f07814f96015007
24h_1h,2062,B_flat,best_validation_adapter,experiments/results/cross_variable_lag_adapter/l1_selection_24h_1h/checkpoints/B_flat_seed2062.pt,c80fff9f4444576389e83adfd4ea8b65182359255c9962588107bb0b2c204fbf,71e42c8576be6d0197b3f76bb3a21b7e0822437d6648b9526ba4dad49347fa5d,experiments/results/cross_variable_lag_adapter/l1_selection_24h_1h/checkpoints/F10_seed2062.pt,ccc9c8335e7d9c6c8c6a25f81cfd0144355a82d7cb9d6517d48a597aae206054,True,,,,,,,,,c14a8b027d91c7e556296544da9f137a0169bbc1e382f38c2f07814f96015007
24h_1h,2062,B3,best_validation_adapter,experiments/results/cross_variable_lag_adapter/l1_selection_24h_1h/checkpoints/B3_seed2062.pt,790d4046298e1c6e4283a23513f9ac6b436f28d99903bc60deeeb1032f966709,8a389dd1f5526d91352a7588f7ca87c3b1f015707a7ca94b89a37d419e7bf34f,experiments/results/cross_variable_lag_adapter/l1_selection_24h_1h/checkpoints/F10_seed2062.pt,ccc9c8335e7d9c6c8c6a25f81cfd0144355a82d7cb9d6517d48a597aae206054,True,,,,,,,,,c14a8b027d91c7e556296544da9f137a0169bbc1e382f38c2f07814f96015007
